Sample_ID,Country,Longitude,Latitude,Depth_m,d18O,d2H
Sample1934,India,88.558,23.016,52,0,-4.5
Sample1935,India,88.1011,24.1851,54.9,-2.53,-23.9
Sample1936,Bangladesh,89.363,23.1,55,-1.7,-18
Sample1937,India,88.1966,24.1852,55.5,-3.23,-27.5
Sample1938,India,88.58695,23.02018333,57.912,-2.5762233,-28.31747707
Sample1939,India,88.58765,23.02048333,60.96,-3.06358452,-25.907614
Sample1940,India,88.58186667,23.02268333,60.96,-2.3903865,-20.38553505
Sample1941,India,88.58665,23.02011667,60.96,-2.2371865,-26.33928812
Sample1942,India,88.1012,24.1867,61,-2.76,-23.3
Sample1943,India,88.58438333,23.02103333,65.532,-2.32990789,-21.53795981
Sample1944,Bangladesh,88.947,23.903,73,-1.8,-32
Sample1945,Bangladesh,88.635,23.814,75,-3.97,-33.2
Sample1946,Bangladesh,90.196,23.779,75,-4.2,-35
Sample1947,Bangladesh,90.816,23.492,100,-3.2,-26
Sample1948,India,88.33782,22.49979,104,-3.4,-29.4
Sample1949,Bangladesh,89.133,23.353,107,-4,-35
Sample1950,India,88.58668333,23.02091667,112.776,-3.1519145,-27.89477756
Sample1951,India,88.58783333,23.0205,115.824,-3.84795191,-32.29496117
Sample1952,India,88.87,22.45,165,-0.5,-15
Sample1953,Bangladesh,90.9058,22.8525,182.9,-1.8,-16
Sample1954,Bangladesh,89.78393,22.67665,244,-2.02,-23.1
Sample1955,Bangladesh,90.158,22.656,259,-1.8,-18
Sample1956,Bangladesh,91.139,22.794,277,-1.2,-12
Sample1957,Bangladesh,91.002,22.848,290,-1.2,-11
Sample1958,Bangladesh,90.997,22.587,293,-1.6,-15
Sample1959,Bangladesh,89.503,22.808,305,-2.1,-21
Sample1960,Bangladesh,90.358,22.433,305,-1.9,-16
Sample1961,Bangladesh,90.865,22.768,305,-2,-17
Sample1962,Bangladesh,90.122,21.814,310,-3.2,-26
Sample1963,Bangladesh,90.358,22.433,312,-2,-18
